#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_013522575.1	PRJNA224116	SAMN14085469	JAAMRK000000000.1	na	287	287	Pseudomonas aeruginosa	strain=HS4		latest	Contig	Major	Full	2020/07/23	HS_4	Northwestern University	GCA_013522575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/522/575/GCF_013522575.1_HS_4		
GCF_013522595.1	PRJNA224116	SAMN14085468	JAAMRJ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=HS3		latest	Contig	Major	Full	2020/07/23	HS_3	Northwestern University	GCA_013522595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/522/595/GCF_013522595.1_HS_3		
GCF_013619185.1	PRJNA224116	SAMN14453484	JACEMH000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES4		latest	Contig	Major	Full	2020/07/24	ASM1361918v1	University of Oxford	GCA_013619185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/185/GCF_013619185.1_ASM1361918v1		
GCF_013619195.1	PRJNA224116	SAMN14453483	JACEMG000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES30		latest	Contig	Major	Full	2020/07/24	ASM1361919v1	University of Oxford	GCA_013619195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/195/GCF_013619195.1_ASM1361919v1		
GCF_013619225.1	PRJNA224116	SAMN14453482	JACEMF000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES3		latest	Contig	Major	Full	2020/07/24	ASM1361922v1	University of Oxford	GCA_013619225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/225/GCF_013619225.1_ASM1361922v1		
GCF_013619245.1	PRJNA224116	SAMN14453469	JACELS000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES18		latest	Contig	Major	Full	2020/07/24	ASM1361924v1	University of Oxford	GCA_013619245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/245/GCF_013619245.1_ASM1361924v1		
GCF_013619265.1	PRJNA224116	SAMN14453468	JACELR000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES17		latest	Contig	Major	Full	2020/07/24	ASM1361926v1	University of Oxford	GCA_013619265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/265/GCF_013619265.1_ASM1361926v1		
GCF_013619285.1	PRJNA224116	SAMN14453466	JACELP000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES15		latest	Contig	Major	Full	2020/07/24	ASM1361928v1	University of Oxford	GCA_013619285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/285/GCF_013619285.1_ASM1361928v1		
GCF_013619305.1	PRJNA224116	SAMN14453464	JACELN000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES13		latest	Contig	Major	Full	2020/07/24	ASM1361930v1	University of Oxford	GCA_013619305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/305/GCF_013619305.1_ASM1361930v1		
GCF_013619315.1	PRJNA224116	SAMN14453465	JACELO000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES14		latest	Contig	Major	Full	2020/07/24	ASM1361931v1	University of Oxford	GCA_013619315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/315/GCF_013619315.1_ASM1361931v1		
GCF_013619325.1	PRJNA224116	SAMN14453467	JACELQ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES16		latest	Contig	Major	Full	2020/07/24	ASM1361932v1	University of Oxford	GCA_013619325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/325/GCF_013619325.1_ASM1361932v1		
GCF_013619365.1	PRJNA224116	SAMN14453463	JACELM000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES12		latest	Contig	Major	Full	2020/07/24	ASM1361936v1	University of Oxford	GCA_013619365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/365/GCF_013619365.1_ASM1361936v1		
GCF_013619375.1	PRJNA224116	SAMN14453462	JACELL000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES11		latest	Contig	Major	Full	2020/07/24	ASM1361937v1	University of Oxford	GCA_013619375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/375/GCF_013619375.1_ASM1361937v1		
GCF_013619405.1	PRJNA224116	SAMN14453461	JACELK000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES10		latest	Contig	Major	Full	2020/07/24	ASM1361940v1	University of Oxford	GCA_013619405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/405/GCF_013619405.1_ASM1361940v1		
GCF_013619425.1	PRJNA224116	SAMN14453460	JACELJ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES1		latest	Contig	Major	Full	2020/07/24	ASM1361942v1	University of Oxford	GCA_013619425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/425/GCF_013619425.1_ASM1361942v1		
GCF_013619435.1	PRJNA224116	SAMN14453459	JACELI000000000.1	na	287	287	Pseudomonas aeruginosa	strain=OSIRIS		latest	Contig	Major	Full	2020/07/24	ASM1361943v1	University of Oxford	GCA_013619435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/435/GCF_013619435.1_ASM1361943v1		
GCF_013619465.1	PRJNA224116	SAMN14453457	JACELG000000000.1	na	287	287	Pseudomonas aeruginosa	strain=MdLES		latest	Contig	Major	Full	2020/07/24	ASM1361946v1	University of Oxford	GCA_013619465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/465/GCF_013619465.1_ASM1361946v1		
GCF_013619475.1	PRJNA224116	SAMN14453458	JACELH000000000.1	na	287	287	Pseudomonas aeruginosa	strain=o59100		latest	Contig	Major	Full	2020/07/24	ASM1361947v1	University of Oxford	GCA_013619475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/475/GCF_013619475.1_ASM1361947v1		
GCF_013619505.1	PRJNA224116	SAMN14453456	JACELF000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP9		latest	Contig	Major	Full	2020/07/24	ASM1361950v1	University of Oxford	GCA_013619505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/505/GCF_013619505.1_ASM1361950v1		
GCF_013619515.1	PRJNA224116	SAMN14453455	JACELE000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP8		latest	Contig	Major	Full	2020/07/24	ASM1361951v1	University of Oxford	GCA_013619515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/515/GCF_013619515.1_ASM1361951v1		
GCF_013619545.1	PRJNA224116	SAMN14453454	JACELD000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP7		latest	Contig	Major	Full	2020/07/24	ASM1361954v1	University of Oxford	GCA_013619545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/545/GCF_013619545.1_ASM1361954v1		
GCF_013619565.1	PRJNA224116	SAMN14453452	JACELB000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP5		latest	Contig	Major	Full	2020/07/24	ASM1361956v1	University of Oxford	GCA_013619565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/565/GCF_013619565.1_ASM1361956v1		
GCF_013619575.1	PRJNA224116	SAMN14453453	JACELC000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP6		latest	Contig	Major	Full	2020/07/24	ASM1361957v1	University of Oxford	GCA_013619575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/575/GCF_013619575.1_ASM1361957v1		
GCF_013619585.1	PRJNA224116	SAMN14453448	JACEKX000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP2a		latest	Contig	Major	Full	2020/07/24	ASM1361958v1	University of Oxford	GCA_013619585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/585/GCF_013619585.1_ASM1361958v1		
GCF_013619595.1	PRJNA224116	SAMN14453451	JACELA000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP3		latest	Contig	Major	Full	2020/07/24	ASM1361959v1	University of Oxford	GCA_013619595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/595/GCF_013619595.1_ASM1361959v1		
GCF_013619635.1	PRJNA224116	SAMN14453450	JACEKZ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP2c		latest	Contig	Major	Full	2020/07/24	ASM1361963v1	University of Oxford	GCA_013619635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/635/GCF_013619635.1_ASM1361963v1		
GCF_013619665.1	PRJNA224116	SAMN14453447	JACEKW000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP1c		latest	Contig	Major	Full	2020/07/24	ASM1361966v1	University of Oxford	GCA_013619665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/665/GCF_013619665.1_ASM1361966v1		
GCF_013619685.1	PRJNA224116	SAMN14453446	JACEKV000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP1a		latest	Contig	Major	Full	2020/07/24	ASM1361968v1	University of Oxford	GCA_013619685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/685/GCF_013619685.1_ASM1361968v1		
GCF_013619695.1	PRJNA224116	SAMN14453449	JACEKY000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP2b		latest	Contig	Major	Full	2020/07/24	ASM1361969v1	University of Oxford	GCA_013619695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/695/GCF_013619695.1_ASM1361969v1		
GCF_013619705.1	PRJNA224116	SAMN14453444	JACEKT000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP13		latest	Contig	Major	Full	2020/07/24	ASM1361970v1	University of Oxford	GCA_013619705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/705/GCF_013619705.1_ASM1361970v1		
GCF_013619715.1	PRJNA224116	SAMN14453445	JACEKU000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP14		latest	Contig	Major	Full	2020/07/24	ASM1361971v1	University of Oxford	GCA_013619715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/715/GCF_013619715.1_ASM1361971v1		
GCF_013619765.1	PRJNA224116	SAMN14453441	JACEKQ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP10b		latest	Contig	Major	Full	2020/07/24	ASM1361976v1	University of Oxford	GCA_013619765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/765/GCF_013619765.1_ASM1361976v1		
GCF_013619775.1	PRJNA224116	SAMN14453443	JACEKS000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP12		latest	Contig	Major	Full	2020/07/24	ASM1361977v1	University of Oxford	GCA_013619775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/775/GCF_013619775.1_ASM1361977v1		
GCF_013619805.1	PRJNA224116	SAMN14453439	JACEKO000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LESB582		latest	Contig	Major	Full	2020/07/24	ASM1361980v1	University of Oxford	GCA_013619805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/805/GCF_013619805.1_ASM1361980v1		
GCF_013619825.1	PRJNA224116	SAMN14453440	JACEKP000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP10a		latest	Contig	Major	Full	2020/07/24	ASM1361982v1	University of Oxford	GCA_013619825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/825/GCF_013619825.1_ASM1361982v1		
GCF_013619835.1	PRJNA224116	SAMN14453442	JACEKR000000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP11		latest	Contig	Major	Full	2020/07/24	ASM1361983v1	University of Oxford	GCA_013619835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/835/GCF_013619835.1_ASM1361983v1		
GCF_013619865.1	PRJNA224116	SAMN14453437	JACEKM000000000.1	na	287	287	Pseudomonas aeruginosa	strain=CF54NCTC13415		latest	Contig	Major	Full	2020/07/24	ASM1361986v1	University of Oxford	GCA_013619865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/865/GCF_013619865.1_ASM1361986v1		
GCF_013619885.1	PRJNA224116	SAMN14453438	JACEKN000000000.1	na	287	287	Pseudomonas aeruginosa	strain=CF60P44		latest	Contig	Major	Full	2020/07/24	ASM1361988v1	University of Oxford	GCA_013619885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/885/GCF_013619885.1_ASM1361988v1		
GCF_013619895.1	PRJNA224116	SAMN14453434	JACEKJ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=72G		latest	Contig	Major	Full	2020/07/24	ASM1361989v1	University of Oxford	GCA_013619895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/895/GCF_013619895.1_ASM1361989v1		
GCF_013619915.1	PRJNA224116	SAMN14453433	JACEKI000000000.1	na	287	287	Pseudomonas aeruginosa	strain=417GLY		latest	Contig	Major	Full	2020/07/24	ASM1361991v1	University of Oxford	GCA_013619915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/915/GCF_013619915.1_ASM1361991v1		
GCF_013619945.1	PRJNA224116	SAMN14453436	JACEKL000000000.1	na	287	287	Pseudomonas aeruginosa	strain=B9		latest	Contig	Major	Full	2020/07/24	ASM1361994v1	University of Oxford	GCA_013619945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/945/GCF_013619945.1_ASM1361994v1		
GCF_013619955.1	PRJNA224116	SAMN14453435	JACEKK000000000.1	na	287	287	Pseudomonas aeruginosa	strain=B35		latest	Contig	Major	Full	2020/07/24	ASM1361995v1	University of Oxford	GCA_013619955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/955/GCF_013619955.1_ASM1361995v1		
GCF_013619985.1	PRJNA224116	SAMN14453430	JACEKF000000000.1	na	287	287	Pseudomonas aeruginosa	strain=120MO		latest	Contig	Major	Full	2020/07/24	ASM1361998v1	University of Oxford	GCA_013619985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/985/GCF_013619985.1_ASM1361998v1		
GCF_013619995.1	PRJNA224116	SAMN14453432	JACEKH000000000.1	na	287	287	Pseudomonas aeruginosa	strain=30642g		latest	Contig	Major	Full	2020/07/24	ASM1361999v1	University of Oxford	GCA_013619995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/619/995/GCF_013619995.1_ASM1361999v1		
GCF_013620005.1	PRJNA224116	SAMN14453429	JACEKE000000000.1	na	287	287	Pseudomonas aeruginosa	strain=139125		latest	Contig	Major	Full	2020/07/24	ASM1362000v1	University of Oxford	GCA_013620005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/005/GCF_013620005.1_ASM1362000v1		
GCF_013620045.1	PRJNA224116	SAMN14453431	JACEKG000000000.1	na	287	287	Pseudomonas aeruginosa	strain=30567S		latest	Contig	Major	Full	2020/07/24	ASM1362004v1	University of Oxford	GCA_013620045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/045/GCF_013620045.1_ASM1362004v1		
GCF_013620065.1	PRJNA224116	SAMN14453428	JACEKD000000000.1	na	287	287	Pseudomonas aeruginosa	strain=139124		latest	Contig	Major	Full	2020/07/24	ASM1362006v1	University of Oxford	GCA_013620065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/065/GCF_013620065.1_ASM1362006v1		
GCF_013620075.1	PRJNA224116	SAMN14453426	JACEKB000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89577		latest	Contig	Major	Full	2020/07/24	ASM1362007v1	University of Oxford	GCA_013620075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/075/GCF_013620075.1_ASM1362007v1		
GCF_013620105.1	PRJNA224116	SAMN14453425	JACEKA000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89570		latest	Contig	Major	Full	2020/07/24	ASM1362010v1	University of Oxford	GCA_013620105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/105/GCF_013620105.1_ASM1362010v1		
GCF_013620115.1	PRJNA224116	SAMN14453427	JACEKC000000000.1	na	287	287	Pseudomonas aeruginosa	strain=119579		latest	Contig	Major	Full	2020/07/24	ASM1362011v1	University of Oxford	GCA_013620115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/115/GCF_013620115.1_ASM1362011v1		
GCF_013620125.1	PRJNA224116	SAMN14453424	JACEJZ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89568		latest	Contig	Major	Full	2020/07/24	ASM1362012v1	University of Oxford	GCA_013620125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/125/GCF_013620125.1_ASM1362012v1		
GCF_013620155.1	PRJNA224116	SAMN14453423	JACEJY000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89347		latest	Contig	Major	Full	2020/07/24	ASM1362015v1	University of Oxford	GCA_013620155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/155/GCF_013620155.1_ASM1362015v1		
GCF_013620185.1	PRJNA224116	SAMN14453422	JACEJX000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89244		latest	Contig	Major	Full	2020/07/24	ASM1362018v1	University of Oxford	GCA_013620185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/185/GCF_013620185.1_ASM1362018v1		
GCF_013620205.1	PRJNA224116	SAMN14453420	JACEJV000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89221		latest	Contig	Major	Full	2020/07/24	ASM1362020v1	University of Oxford	GCA_013620205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/205/GCF_013620205.1_ASM1362020v1		
GCF_013620215.1	PRJNA224116	SAMN14453419	JACEJU000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89212		latest	Contig	Major	Full	2020/07/24	ASM1362021v1	University of Oxford	GCA_013620215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/215/GCF_013620215.1_ASM1362021v1		
GCF_013620245.1	PRJNA224116	SAMN14453421	JACEJW000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89224		latest	Contig	Major	Full	2020/07/24	ASM1362024v1	University of Oxford	GCA_013620245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/245/GCF_013620245.1_ASM1362024v1		
GCF_013620265.1	PRJNA224116	SAMN14453418	JACEJT000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89204		latest	Contig	Major	Full	2020/07/24	ASM1362026v1	University of Oxford	GCA_013620265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/265/GCF_013620265.1_ASM1362026v1		
GCF_013620285.1	PRJNA224116	SAMN14453417	JACEJS000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89192		latest	Contig	Major	Full	2020/07/24	ASM1362028v1	University of Oxford	GCA_013620285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/285/GCF_013620285.1_ASM1362028v1		
GCF_013620295.1	PRJNA224116	SAMN14453414	JACEJP000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89093		latest	Contig	Major	Full	2020/07/24	ASM1362029v1	University of Oxford	GCA_013620295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/295/GCF_013620295.1_ASM1362029v1		
GCF_013620315.1	PRJNA224116	SAMN14453415	JACEJQ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89150		latest	Contig	Major	Full	2020/07/24	ASM1362031v1	University of Oxford	GCA_013620315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/315/GCF_013620315.1_ASM1362031v1		
GCF_013620325.1	PRJNA224116	SAMN14453416	JACEJR000000000.1	na	287	287	Pseudomonas aeruginosa	strain=89153		latest	Contig	Major	Full	2020/07/24	ASM1362032v1	University of Oxford	GCA_013620325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/325/GCF_013620325.1_ASM1362032v1		
GCF_013620365.1	PRJNA224116	SAMN14453413	JACEJO000000000.1	na	287	287	Pseudomonas aeruginosa	strain=79427		latest	Contig	Major	Full	2020/07/24	ASM1362036v1	University of Oxford	GCA_013620365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/365/GCF_013620365.1_ASM1362036v1		
GCF_013620375.1	PRJNA224116	SAMN14453412	JACEJN000000000.1	na	287	287	Pseudomonas aeruginosa	strain=79426		latest	Contig	Major	Full	2020/07/24	ASM1362037v1	University of Oxford	GCA_013620375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/375/GCF_013620375.1_ASM1362037v1		
GCF_013620385.1	PRJNA224116	SAMN14453411	JACEJM000000000.1	na	287	287	Pseudomonas aeruginosa	strain=49513		latest	Contig	Major	Full	2020/07/24	ASM1362038v1	University of Oxford	GCA_013620385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/385/GCF_013620385.1_ASM1362038v1		
GCF_013620415.1	PRJNA224116	SAMN14453410	JACEJL000000000.1	na	287	287	Pseudomonas aeruginosa	strain=49492		latest	Contig	Major	Full	2020/07/24	ASM1362041v1	University of Oxford	GCA_013620415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/415/GCF_013620415.1_ASM1362041v1		
GCF_013620445.1	PRJNA224116	SAMN14453409	JACEJK000000000.1	na	287	287	Pseudomonas aeruginosa	strain=49400		latest	Contig	Major	Full	2020/07/24	ASM1362044v1	University of Oxford	GCA_013620445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/445/GCF_013620445.1_ASM1362044v1		
GCF_013620465.1	PRJNA224116	SAMN14453406	JACEJH000000000.1	na	287	287	Pseudomonas aeruginosa	strain=49070		latest	Contig	Major	Full	2020/07/24	ASM1362046v1	University of Oxford	GCA_013620465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/465/GCF_013620465.1_ASM1362046v1		
GCF_013620475.1	PRJNA224116	SAMN14453407	JACEJI000000000.1	na	287	287	Pseudomonas aeruginosa	strain=49348		latest	Contig	Major	Full	2020/07/24	ASM1362047v1	University of Oxford	GCA_013620475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/475/GCF_013620475.1_ASM1362047v1		
GCF_013620485.1	PRJNA224116	SAMN14453408	JACEJJ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=49388		latest	Contig	Major	Full	2020/07/24	ASM1362048v1	University of Oxford	GCA_013620485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/485/GCF_013620485.1_ASM1362048v1		
GCF_013620525.1	PRJNA224116	SAMN14453405	JACEJG000000000.1	na	287	287	Pseudomonas aeruginosa	strain=11112		latest	Contig	Major	Full	2020/07/24	ASM1362052v1	University of Oxford	GCA_013620525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/525/GCF_013620525.1_ASM1362052v1		
GCF_013620545.1	PRJNA224116	SAMN14453404	JACEJF000000000.1	na	287	287	Pseudomonas aeruginosa	strain=10333		latest	Contig	Major	Full	2020/07/24	ASM1362054v1	University of Oxford	GCA_013620545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/545/GCF_013620545.1_ASM1362054v1		
GCF_013620565.1	PRJNA224116	SAMN14453403	JACEJE000000000.1	na	287	287	Pseudomonas aeruginosa	strain=10262		latest	Contig	Major	Full	2020/07/24	ASM1362056v1	University of Oxford	GCA_013620565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/565/GCF_013620565.1_ASM1362056v1		
GCF_013620575.1	PRJNA224116	SAMN14453402	JACEJD000000000.1	na	287	287	Pseudomonas aeruginosa	strain=9920		latest	Contig	Major	Full	2020/07/24	ASM1362057v1	University of Oxford	GCA_013620575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/575/GCF_013620575.1_ASM1362057v1		
GCF_013620585.1	PRJNA224116	SAMN14453401	JACEJC000000000.1	na	287	287	Pseudomonas aeruginosa	strain=9857		latest	Contig	Major	Full	2020/07/24	ASM1362058v1	University of Oxford	GCA_013620585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/585/GCF_013620585.1_ASM1362058v1		
GCF_013620595.1	PRJNA224116	SAMN14453400	JACEJB000000000.1	na	287	287	Pseudomonas aeruginosa	strain=8995		latest	Contig	Major	Full	2020/07/24	ASM1362059v1	University of Oxford	GCA_013620595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/595/GCF_013620595.1_ASM1362059v1		
GCF_013620635.1	PRJNA224116	SAMN14453399	JACEJA000000000.1	na	287	287	Pseudomonas aeruginosa	strain=8835		latest	Contig	Major	Full	2020/07/24	ASM1362063v1	University of Oxford	GCA_013620635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/620/635/GCF_013620635.1_ASM1362063v1		
GCF_013625335.1	PRJNA224116	SAMN14453489	JACEMM000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES9		latest	Contig	Major	Full	2020/07/24	ASM1362533v1	University of Oxford	GCA_013625335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/335/GCF_013625335.1_ASM1362533v1		
GCF_013625355.1	PRJNA224116	SAMN14453488	JACEML000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES8		latest	Contig	Major	Full	2020/07/24	ASM1362535v1	University of Oxford	GCA_013625355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/355/GCF_013625355.1_ASM1362535v1		
GCF_013625395.1	PRJNA224116	SAMN14453487	JACEMK000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES7		latest	Contig	Major	Full	2020/07/24	ASM1362539v1	University of Oxford	GCA_013625395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/395/GCF_013625395.1_ASM1362539v1		
GCF_013625455.1	PRJNA224116	SAMN14453486	JACEMJ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES6		latest	Contig	Major	Full	2020/07/24	ASM1362545v1	University of Oxford	GCA_013625455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/455/GCF_013625455.1_ASM1362545v1		
